Date,Close,Open,High,Low
2018.07.09,6690.00,6745.00,6769.34,6639.09
2018.07.10,6384.26,6661.68,6812.98,6279.75
2018.07.11,6351.78,6386.15,6407.50,6270.84
2018.07.12,6165.91,6354.99,6390.03,6085.59
2018.07.13,6182.25,6173.90,6337.32,6072.20
2018.07.14,6266.08,6182.84,6323.67,6148.41
2018.07.15,6349.77,6266.08,6393.51,6211.34
2018.07.16,6663.41,6352.37,6723.79,6300.66
2018.07.17,7317.11,6661.19,7470.60,6593.88
2018.07.18,7336.15,7309.49,7583.99,7144.17
2018.07.19,7412.50,7335.10,7514.99,7210.90
2018.07.20,7346.94,7415.71,7691.82,7255.62
2018.07.21,7362.75,7346.94,7450.95,7176.04
2018.07.22,7518.00,7411.49,7550.99,7310.00
2018.07.23,7700.86,7508.27,7808.99,7314.80
2018.07.24,8218.09,7705.92,8359.40,7690.16
2018.07.25,8173.89,8225.00,8482.83,7908.07
2018.07.26,8140.48,8180.01,8325.00,8068.60
2018.07.27,8224.00,8134.74,8276.27,7768.64
2018.07.28,8173.00,8173.00,8271.56,8047.30
2018.07.29,8214.68,8164.09,8298.93,8109.74
2018.07.30,8150.08,8214.68,8285.00,7818.10
2018.07.31,7686.77,8144.29,8199.98,7640.13
2018.08.01,7476.16,7685.41,7777.00,7425.00
2018.08.02,7548.18,7482.34,7709.98,7425.04
2018.08.03,7386.51,7550.00,7576.47,7274.70
2018.08.04,6981.98,7393.51,7494.99,6901.83
2018.08.05,7013.99,6981.98,7084.15,6850.00
2018.08.06,6920.00,7017.05,7162.63,6844.00
2018.08.07,6865.73,6916.66,7151.99,6819.20
2018.08.08,6315.11,6877.06,6881.10,6101.00
2018.08.09,6505.93,6311.71,6560.85,6184.20
2018.08.10,6184.32,6494.50,6627.00,6122.15
2018.08.11,6386.18,6184.32,6494.13,5999.99
2018.08.12,6301.67,6415.97,6422.93,6163.00
2018.08.13,6281.43,6306.04,6544.99,6141.00
2018.08.14,6069.17,6278.34,6308.80,5876.00
2018.08.15,6371.90,6070.35,6628.50,6062.04
2018.08.16,6253.05,6374.99,6476.63,6200.01
2018.08.17,6477.73,6249.38,6561.27,6223.91
2018.08.18,6369.99,6479.99,6615.90,6300.54
2018.08.19,6363.01,6360.64,6469.30,6310.00
2018.08.20,6455.81,6363.58,6547.33,6350.01
2018.08.21,6450.98,6453.35,6513.34,6223.90
2018.08.22,6326.55,6453.57,6874.99,6278.62
2018.08.23,6415.30,6326.41,6488.97,6239.18
2018.08.24,6610.53,6423.00,6646.59,6386.76
2018.08.25,6715.00,6608.31,7550.00,6551.93
2018.08.26,6690.00,6716.00,6775.33,6549.70
2018.08.27,6714.59,6689.19,6764.73,6604.48
2018.08.28,7082.20,6720.98,7127.99,6693.92
2018.08.29,7041.51,7084.07,7123.02,6890.00
2018.08.30,6915.44,7043.01,7068.99,6755.68
2018.08.31,7037.76,6914.27,7100.00,6879.00
2018.09.01,7195.96,7044.50,7300.00,6986.51
2018.09.02,7291.30,7193.83,7333.90,7113.80
2018.09.03,7297.72,7303.30,7333.50,7173.99
2018.09.04,7359.77,7301.76,7408.55,7218.10
2018.09.05,6948.40,7361.00,7388.08,6831.00
2018.09.06,6437.74,6968.80,6989.72,6237.00
2018.09.07,6419.07,6432.11,6533.30,6319.21
2018.09.08,6155.53,6442.57,6467.18,6113.17
2018.09.09,6378.08,6171.42,6472.21,6098.00
2018.09.10,6301.19,6375.49,6395.87,6178.92
2018.09.11,6253.00,6298.68,6414.53,6160.93
2018.09.12,6304.72,6247.92,6344.48,6192.89
2018.09.13,6464.53,6304.99,6531.97,6286.13
2018.09.14,6524.16,6469.33,6584.44,6381.31
2018.09.15,6518.81,6535.00,6569.79,6438.96
2018.09.16,6499.90,6528.33,6538.13,6347.38
2018.09.17,6210.68,6483.04,6530.24,6167.34
2018.09.18,6316.64,6209.73,6390.00,6184.12
2018.09.19,6421.69,6311.19,6511.34,6098.33
2018.09.20,6375.25,6376.57,6449.98,6305.19
2018.09.21,6706.54,6374.99,6786.50,6349.87
2018.09.22,6726.20,6706.00,6840.00,6541.40
2018.09.23,6695.80,6711.32,6783.10,6632.91
2018.09.24,6616.11,6695.86,6724.90,6553.00
2018.09.25,6384.54,6623.91,6633.30,6320.00
2018.09.26,6501.06,6378.63,6551.40,6360.70
2018.09.27,6691.55,6497.35,6744.80,6418.18
2018.09.28,6658.30,6701.70,6825.00,6513.82
2018.09.29,6570.27,6643.33,6665.50,6451.83
2018.09.30,6620.00,6573.80,6657.90,6533.93
2018.10.01,6545.55,6585.01,6659.90,6477.57
2018.10.02,6523.40,6540.57,6636.20,6447.28
2018.10.03,6438.80,6519.59,6573.90,6386.17
2018.10.04,6592.00,6481.70,6645.60,6409.91
2018.10.05,6589.00,6542.67,6626.00,6506.00
2018.10.06,6596.60,6538.99,6697.10,6515.70
2018.10.07,6587.70,6550.25,6604.90,6489.22
2018.10.08,6696.10,6542.08,6725.50,6522.88
2018.10.09,6576.96,6615.16,6696.10,6545.60
2018.10.10,6536.00,6648.20,6669.20,6397.21
2018.10.11,6203.96,6636.90,6636.90,6037.03
2018.10.12,6318.00,6299.80,6352.90,6101.00
2018.10.13,6310.80,6318.00,6331.40,6166.29
2018.10.14,6378.00,6195.67,6394.60,6183.33
2018.10.15,6388.30,6236.46,6722.46,6142.23
2018.10.16,6446.96,6388.12,6498.40,6370.01
2018.10.17,6434.63,6455.66,6492.30,6396.00
2018.10.18,6391.06,6444.20,6496.55,6345.51
2018.10.19,6526.00,6387.16,6563.80,6331.00
2018.10.20,6397.12,6382.92,6605.90,6343.00
2018.10.21,6526.00,6387.16,6563.80,6331.00
2018.10.22,6413.42,6409.00,6625.60,6361.00
2018.10.23,6389.28,6407.98,6578.30,6354.00
2018.10.24,6424.20,6391.25,6616.60,6267.54
2018.10.25,6399.69,6422.71,6574.40,6355.86
2018.10.26,6394.00,6394.41,6596.90,6348.61
2018.10.27,6487.90,6404.65,6555.30,6372.11
2018.10.28,6399.76,6404.89,6512.60,6372.40
2018.10.29,6242.56,6399.69,6514.40,6180.00
2018.10.30,6266.09,6239.92,6403.60,6229.00
2018.10.31,6302.51,6263.00,6423.50,6189.80
2018.11.01,6330.40,6296.55,6422.40,6266.30
2018.11.02,6348.47,6333.57,6454.70,6253.20
2018.11.03,6338.58,6355.77,6435.90,6300.00
2018.11.04,6414.27,6339.71,6511.70,6304.80
2018.11.05,6402.69,6407.54,6525.20,6355.86
2018.11.06,6423.65,6401.91,6518.40,6310.80
2018.11.07,6502.10,6423.65,6613.70,6401.20
2018.11.08,6420.00,6484.90,6584.90,6378.80
2018.11.09,6324.04,6412.60,6509.00,6265.80
2018.11.10,6370.44,6332.23,6464.10,6310.60
2018.11.11,6403.00,6360.45,6452.60,6252.30
2018.11.12,6308.00,6316.97,6480.90,6295.20
2018.11.13,6283.93,6306.00,6458.50,6243.15
2018.11.14,5591.80,6292.20,6363.50,5257.56
2018.11.15,5468.88,5545.35,5746.80,5183.61
2018.11.16,5448.47,5468.88,5719.90,5430.40
2018.11.17,5484.11,5448.48,5667.60,5406.01
2018.11.18,5527.59,5485.79,5687.60,5468.20
2018.11.19,4778.57,5527.59,5739.80,4672.12
2018.11.20,4341.75,4784.47,4965.70,4037.83
2018.11.21,4450.00,4334.28,4774.50,4178.57
2018.11.22,4428.70,4450.00,4719.00,4358.58
2018.11.23,4261.68,4427.47,4454.70,4067.00
2018.11.24,3825.70,4254.17,4498.30,3718.88
2018.11.25,3672.52,3805.51,4019.90,3457.53
2018.11.26,3661.11,3677.78,4224.90,3516.00
2018.11.27,3767.31,3658.81,3880.30,3548.76
2018.11.28,4232.29,3766.00,4364.76,3738.20
2018.11.29,4181.10,4215.08,4405.00,4078.94
2018.11.30,3929.55,4191.44,4360.00,3860.00
2018.12.01,4172.30,3933.76,4336.90,3884.93
2018.12.02,4102.64,4169.32,4367.00,4025.16
2018.12.03,3879.82,4102.69,4275.30,3743.22
2018.12.04,3898.23,3870.55,4122.90,3727.58
2018.12.05,3720.88,3896.61,4000.20,3656.90
2018.12.06,3593.40,3722.60,3915.00,3539.71
2018.12.07,3389.11,3594.45,3710.50,3205.00
2018.12.08,3273.24,3383.11,3543.30,3240.45
2018.12.09,3556.52,3273.24,3754.90,3245.30
2018.12.10,3390.70,3556.52,3710.90,3353.42
2018.12.11,3372.55,3397.30,3549.50,3285.03
2018.12.12,3439.68,3370.30,3607.90,3324.01
2018.12.13,3254.95,3441.25,3548.40,3219.59
2018.12.14,3157.98,3250.03,3381.10,3134.40
2018.12.15,3201.30,3157.98,3325.80,3122.67
2018.12.16,3198.10,3202.10,3377.50,3175.13
2018.12.17,3491.15,3196.00,3708.10,3175.70
2018.12.18,3533.44,3489.85,3682.30,3428.00
2018.12.19,3663.90,3533.60,4039.80,3518.19
2018.12.20,3992.15,3668.10,4290.20,3643.02
2018.12.21,3846.80,3992.70,4289.00,3763.88
2018.12.22,3883.22,3846.97,4074.20,3780.78
2018.12.23,4093.50,3881.05,4164.80,3830.00
2018.12.24,4067.80,3956.07,4373.00,3903.41
2018.12.25,3924.10,4064.32,4187.00,3668.49
2018.12.26,3775.11,3784.65,3987.90,3680.87
2018.12.27,3586.49,3775.16,3962.00,3560.36
2018.12.28,3890.80,3581.05,4081.50,3563.65
2018.12.29,3909.15,3893.00,4078.90,3802.30
2018.12.30,3816.63,3913.30,4050.90,3684.69
2018.12.31,3810.70,3817.49,3985.10,3629.00
2019.01.01,3717.58,3674.00,3882.40,3609.95
2019.01.02,3885.83,3716.98,4002.50,3703.11
2019.01.03,3791.30,3883.26,4036.70,3756.08
2019.01.04,3831.29,3794.50,3985.70,3729.33
2019.01.05,3831.29,3794.50,3985.70,3729.33
2019.01.06,4055.00,3836.37,4197.70,3754.66
2019.01.07,4009.00,4063.08,4205.60,3925.30
2019.01.08,3995.62,4001.00,4209.90,3942.19
2019.01.09,3999.29,3999.88,4163.00,3948.44
2019.01.10,3627.60,4003.73,4136.00,3513.92
2019.01.11,3649.78,3630.32,3768.10,3584.51
2019.01.12,3649.78,3630.32,3768.10,3584.51
2019.01.13,3517.41,3626.84,3734.70,3475.69
2019.01.14,3662.42,3517.31,3798.60,3483.04
2019.01.15,3568.13,3662.42,3769.50,3540.00
2019.01.16,3602.51,3568.34,3728.10,3565.54
2019.01.17,3624.11,3597.92,3724.90,3535.47
2019.01.18,3611.63,3625.31,3724.90,3503.81
2019.01.19,3611.63,3625.31,3724.90,3503.81
2019.01.20,3518.43,3701.72,3796.00,3462.48
2019.01.21,3520.42,3518.44,3612.90,3471.70
2019.01.23,3544.82,3571.11,3676.90,3515.90
2019.01.24,3570.91,3543.38,3669.90,3518.00
2019.01.25,3556.64,3570.91,3663.40,3419.20
2019.01.26,3556.64,3570.91,3663.40,3419.20
2019.01.27,3550.38,3555.30,3645.40,3456.00
2019.01.28,3416.04,3548.60,3625.50,3322.80
2019.01.29,3402.05,3415.46,3512.40,3322.19
2019.01.30,3431.63,3401.24,3546.30,3367.40
2019.01.31,3416.81,3430.88,3561.30,3389.40
2019.02.01,3441.80,3416.17,3550.30,3367.00
2019.02.02,3441.80,3416.17,3550.30,3367.00
2019.02.03,3417.09,3430.24,3575.30,3402.96
2019.02.04,3416.15,3417.09,3519.80,3382.30
2019.02.05,3422.40,3417.15,3521.50,3390.40
2019.02.06,3366.55,3418.00,3522.40,3328.70
2019.02.07,3357.84,3365.27,3489.90,3347.30
2019.02.08,3595.69,3358.25,3798.60,3337.71
2019.02.09,3595.69,3358.25,3798.60,3337.71
2019.02.10,3606.31,3621.05,3725.80,3563.30
2019.02.11,3682.30,3606.31,3749.60,3570.00
2019.02.12,3577.30,3591.88,3727.90,3539.87
2019.02.13,3572.13,3573.81,3732.20,3544.23
2019.02.14,3571.50,3570.90,3696.10,3528.80
2019.02.15,3562.30,3567.71,3716.20,3541.80
2019.02.16,3562.30,3567.71,3716.20,3541.80
2019.02.17,3574.54,3595.70,3782.70,3551.64
2019.02.18,3851.98,3574.54,4016.30,3556.70
2019.02.19,3984.70,3961.90,4081.30,3821.00
2019.02.20,3910.95,3984.70,4066.70,3851.59
2019.02.21,3899.56,3913.61,4112.20,3866.00
2019.02.22,3941.06,3899.56,4073.90,3883.39
2019.02.23,3941.06,3899.56,4073.90,3883.39
2019.02.24,3861.90,4178.46,4278.90,3700.47
2019.02.25,3804.80,3861.90,3964.60,3722.70
2019.02.26,3786.90,3805.52,3934.00,3759.09
2019.02.27,3748.91,3789.72,3933.90,3653.14
2019.02.28,3798.44,3748.86,3986.90,3735.70
2019.03.01,3827.18,3802.51,3948.60,3774.50
2019.03.02,3827.18,3802.51,3948.60,3774.50
2019.03.03,3893.00,3809.06,3923.40,3764.20
2019.03.04,3702.48,3792.24,3907.60,3666.70
2019.03.05,3937.60,3699.68,3966.70,3680.02
2019.03.06,3945.10,3832.04,3986.40,3799.00
2019.03.07,3871.00,3845.53,3992.70,3826.49
2019.03.08,3868.30,3869.79,4020.90,3840.32
2019.03.09,3868.30,3869.79,4020.90,3840.32
2019.03.10,3882.52,3890.05,4017.30,3862.00
2019.03.11,3942.30,3987.00,4013.80,3812.64
2019.03.12,3961.90,3942.30,3979.40,3791.07
2019.03.13,3851.92,3864.20,3972.00,3820.00
2019.03.14,3949.30,3953.10,3999.30,3775.01
2019.03.15,3895.21,3852.86,4010.90,3843.09
2019.03.16,3895.21,3852.86,4010.90,3843.09
2019.03.17,3959.73,3978.40,4089.80,3928.00
2019.03.18,4075.90,4073.40,4119.90,3929.83
2019.03.19,3992.08,3971.16,4119.90,3946.26
2019.03.20,4107.60,3987.38,4117.90,3953.80
2019.03.21,3976.24,4012.05,4145.90,3912.11
2019.03.22,3984.00,3973.89,4069.20,3957.40
2019.03.23,3984.00,3973.89,4069.20,3957.40
2019.03.24,4049.50,3970.82,4064.70,3955.13
2019.03.25,3886.53,3973.31,4049.80,3850.90
2019.03.26,3911.86,3890.74,3991.70,3876.72
2019.03.27,4080.70,3914.84,4102.90,3902.00
2019.03.28,4010.36,4003.18,4094.10,3987.79
2019.03.29,4071.96,4089.90,4187.20,3996.88
2019.03.30,4071.96,4089.90,4187.20,3996.88
2019.03.31,4165.60,4078.76,4181.20,4070.12
2019.04.01,4127.67,4087.81,4203.80,4040.00
2019.04.02,4801.30,4126.09,5079.80,4118.79
2019.04.03,5280.50,4800.91,5324.74,4770.04
2019.04.04,4894.70,5298.15,5344.99,4778.50
2019.04.06,4997.37,4850.00,5066.00,4831.10
2019.04.07,5119.77,5078.53,5225.90,4862.24
2019.04.08,5255.67,5125.53,5361.80,5090.40
2019.04.09,5221.00,5250.97,5336.10,5136.01
2019.04.10,5300.29,5220.01,5486.90,5146.70
2019.04.11,5052.69,5296.87,5348.25,4962.15
2019.04.13,5042.92,5055.02,5134.80,4907.20
2019.04.14,5108.64,5123.80,5123.80,5014.22
2019.04.15,5026.80,5111.00,5192.25,4936.70
2019.04.16,5184.91,5020.75,5253.10,5002.90
2019.04.17,5214.91,5185.00,5297.90,5159.08
2019.04.18,5308.57,5224.00,5335.50,5194.90
2019.04.19,5268.82,5308.50,5370.60,5180.37
2019.04.20,5268.82,5308.50,5370.60,5180.37
2019.04.21,5244.69,5317.00,5366.10,5208.66
2019.04.22,5371.00,5263.50,5458.90,5225.59
2019.04.23,5610.00,5368.86,5647.20,5350.30
2019.04.24,5435.20,5568.30,5658.90,5368.86
2019.04.25,5495.47,5435.00,5555.70,5370.13
2019.04.26,5146.60,5491.90,5537.90,4983.00
2019.04.27,5146.60,5491.90,5537.90,4983.00
2019.04.28,5215.50,5202.00,5241.00,5136.40
2019.04.29,5130.12,5159.67,5231.50,5068.76
2019.04.30,5236.75,5125.75,5300.46,5092.92
2019.05.01,5307.75,5251.70,5357.85,5228.15
2019.05.02,5403.73,5309.50,5426.03,5280.21
2019.05.03,5696.88,5403.97,5796.25,5357.87
2019.05.04,5696.88,5403.97,5796.25,5357.87
2019.05.05,5709.66,5691.25,5840.87,5605.60
2019.05.06,5693.33,5712.00,5787.90,5560.79
2019.05.07,5844.02,5692.74,5970.00,5667.45
2019.05.08,5898.64,5839.25,5920.00,5643.57
2019.05.09,6079.75,5898.64,6097.01,5841.25
2019.05.10,6289.25,6081.80,6518.90,6068.53
2019.05.11,6289.25,6081.80,6518.90,6068.53
2019.05.12,7071.89,6974.00,7588.99,6740.90
2019.05.13,7801.10,7071.91,7976.48,6852.39
2019.05.14,7719.90,7861.99,8333.25,7468.31
2019.05.16,7667.00,8164.81,8390.95,7667.00
2019.05.17,7098.66,7680.73,7958.64,6620.00
2019.05.19,7978.04,7288.25,8151.75,7236.03
2019.05.20,8000.75,7978.05,8298.80,7530.40
2019.05.21,8064.40,7967.00,8149.90,7700.00
2019.05.22,7822.30,8090.25,8113.00,7676.75
2019.05.23,7875.32,7836.00,7885.97,7463.49
2019.05.24,8113.66,7874.75,8188.87,7783.63
2019.05.26,8016.10,7873.70,8093.93,7783.63
2019.05.27,8753.38,8016.10,8957.70,8004.60
2019.05.28,8680.83,8748.25,8870.60,8514.53
2019.05.29,8674.00,8686.32,8795.70,8409.70
2019.05.30,8463.00,8642.50,9100.30,8361.42
2019.05.31,8498.91,8462.00,8515.20,7967.22
2019.06.02,8498.91,8462.00,8515.20,7967.22
2019.06.03,8525.90,8680.37,8765.12,8288.20
2019.06.04,7650.00,8550.80,8573.54,7475.23
2019.06.05,7730.98,7648.00,7924.48,7424.65
2019.06.06,7682.25,7732.50,7872.07,7439.35
2019.06.07,7887.70,7688.75,8135.70,7669.19
2019.06.09,7712.12,7973.77,7988.09,7585.90
2019.06.10,7937.30,7683.00,8086.75,7498.81
2019.06.11,7915.20,7949.00,8063.98,7681.60
2019.06.12,8120.16,7925.50,8285.22,7804.18
2019.06.13,8259.25,8120.19,8296.00,8024.40
2019.06.14,8454.50,8267.10,8473.47,8047.90
2019.06.16,9035.70,8806.75,9410.59,8743.80
2019.06.17,9267.97,9070.93,9424.00,8796.27
2019.06.18,9141.63,9300.00,9489.90,8915.98
2019.06.19,9162.50,9122.75,9229.20,8932.83
2019.06.20,9557.07,9164.38,9620.80,9115.24
2019.06.21,9940.00,9560.75,9962.06,9429.25
2019.06.23,11129.00,10697.00,11205.00,10346.46
2019.06.24,10850.13,10841.33,11367.00,10524.01
2019.06.25,11359.41,10857.00,11509.00,10816.63
2019.06.26,12706.00,11360.62,13895.10,11340.59
2019.06.27,10668.76,12723.75,13345.25,10265.67
2019.06.28,12218.25,10681.00,12445.79,10418.68
2019.06.30,11383.54,11790.00,11900.98,10800.80
2019.07.01,10509.50,11178.21,11506.62,9949.61
2019.07.02,10698.70,10473.89,10960.00,9567.00
2019.07.03,11380.03,10705.25,11599.69,10571.50
2019.07.04,11710.80,11376.50,12062.00,11243.90
2019.07.05,11027.50,11723.00,11774.32,10726.76
2019.07.07,11500.70,11457.74,11623.52,10982.99
2019.07.08,12206.28,11461.00,12300.00,11271.67
2019.07.09,12405.11,12197.65,12830.00,11999.02
2019.07.10,11775.27,12402.25,13194.21,11552.67
2019.07.11,11138.40,11776.00,12216.08,10932.57
2019.07.12,11900.25,11153.00,11934.20,11041.20
2019.07.14,10640.00,10908.44,11513.68,10204.85
2019.07.15,10847.00,10479.00,10981.22,9755.52
2019.07.16,9598.75,10799.00,11100.72,9401.86
2019.07.17,9691.50,9594.75,9997.96,9015.36
2019.07.18,10576.10,9690.24,10751.00,9224.28
2019.07.19,10522.66,10616.98,10791.89,10042.60
2019.07.21,10492.00,10617.41,10756.02,10298.00
2019.07.22,10297.90,10476.00,10690.56,10032.20
2019.07.23,10143.75,10324.50,10384.81,9846.46
2019.07.24,9675.75,10135.85,10152.80,9455.70
2019.07.25,9880.70,9644.50,10195.57,9608.10
2019.07.26,9831.10,9870.50,9950.49,9630.60
2019.07.27,9831.10,9870.50,9950.49,9630.60
2019.07.28,9504.27,9452.00,9582.63,9272.30
2019.07.29,9495.12,9525.28,9722.46,9094.93
2019.07.30,9538.43,9505.94,9774.18,9346.90
2019.07.31,10028.68,9538.75,10130.00,9485.10
2019.08.01,10411.00,10028.25,10505.19,9845.20
2019.08.02,10403.60,10406.50,10685.96,10295.80
2019.08.04,10926.22,10885.29,11038.00,10536.60
2019.08.05,11718.72,10943.00,11950.47,10744.90
2019.08.06,11663.00,11718.83,12324.00,11491.10
2019.08.07,11887.00,11662.00,12150.79,11186.70
2019.08.08,11658.00,11859.55,12078.00,11451.56
2019.08.09,11857.94,11591.14,12127.00,11543.30
2019.08.11,11411.12,11355.40,11497.00,11072.87
2019.08.12,11419.25,11378.25,11611.00,11194.09
2019.08.13,10865.55,11414.15,11467.00,10733.18
2019.08.14,10154.32,10865.55,10939.00,10004.04
2019.08.15,10365.80,10155.71,10411.00,9458.79
2019.08.16,10392.26,10368.00,10567.00,9715.24
2019.08.17,10392.26,10368.00,10567.00,9715.24
2019.08.18,10358.00,10185.50,10532.00,10052.48
2019.08.19,10670.45,10398.00,10859.00,10248.51
2019.08.20,10734.00,10675.50,10982.00,10536.10
2019.08.21,10165.00,10704.75,10875.00,9820.68
2019.08.22,10180.00,10144.35,10254.00,9739.07
2019.08.23,10359.05,10177.75,10468.69,10027.90
2019.08.25,9995.16,10040.00,10355.50,9944.90
2019.08.26,10261.42,10080.25,10660.25,9877.50
2019.08.27,10141.45,10261.50,10417.00,10011.69
2019.08.28,9678.10,10139.50,10333.00,9503.51
2019.08.29,9524.01,9663.50,9768.90,9304.93
2019.08.30,9621.00,9549.90,9721.30,9325.00
2019.09.01,9652.10,9487.80,9714.00,9454.14
2019.09.02,10408.02,9615.90,10472.00,9572.67
2019.09.03,10720.00,10408.02,10781.57,10266.10
2019.09.04,10622.50,10712.50,10841.00,10369.86
2019.09.05,10517.75,10628.50,10700.25,10442.67
2019.09.06,10340.74,10518.00,10942.91,10178.21
2019.09.07,10340.74,10518.00,10942.91,10178.21
2019.09.08,10361.26,10518.54,10598.00,10228.32
2019.09.09,10243.00,10344.50,10546.00,10051.11
2019.09.10,10052.50,10216.03,10398.00,9907.45
2019.09.11,10125.00,10076.00,10297.00,9853.79
2019.09.12,10349.00,10093.75,10396.00,10019.93
2019.09.13,10279.00,10328.50,10487.00,10140.40
2019.09.14,10279.00,10328.50,10487.00,10140.40
2019.09.15,10450.00,10245.95,10450.00,10213.19
2019.09.16,10209.75,10298.25,10398.00,10058.01
2019.09.17,10251.75,10241.00,10376.00,10119.72
2019.09.18,10213.00,10248.00,10292.00,10057.80
2019.09.19,10285.00,10189.97,10388.00,9585.48
2019.09.20,10131.68,10254.75,10337.00,10038.84
2019.09.21,10131.68,10254.75,10337.00,10038.84
2019.09.22,10002.88,9962.51,10104.00,9845.93
2019.09.23,9785.10,9970.25,10097.00,9652.31
2019.09.24,8575.50,9760.25,9835.80,7941.17
2019.09.25,8500.98,8617.90,8808.45,8194.96
2019.09.26,8088.33,8519.38,8679.70,7716.16
2019.09.27,8055.49,8088.40,8180.60,7845.84
2019.09.28,8055.49,8088.40,8180.60,7845.84
2019.09.29,8035.70,8165.58,8353.70,7894.21
2019.09.30,8260.00,7995.55,8384.30,7683.24
2019.10.01,8383.50,8236.75,8538.90,8165.65
2019.10.02,8260.10,8366.89,8433.40,8153.07
2019.10.03,8161.00,8234.50,8439.90,8030.00
2019.10.04,8174.00,8167.00,8308.90,7993.63
2019.10.05,8180.40,8154.00,8308.90,7993.63
2019.10.06,7904.58,8103.50,8210.70,7693.66
2019.10.07,8213.76,7988.69,8345.10,7671.01
2019.10.08,8155.00,8217.50,8361.90,8006.94
2019.10.09,8587.12,8128.00,8716.10,8016.94
2019.10.10,8578.98,8579.81,8680.00,8348.40
2019.10.11,8336.42,8579.50,8818.16,8179.94
2019.10.12,8336.42,8579.50,8818.16,8179.94
2019.10.13,8264.96,8330.90,8476.90,8058.81
2019.10.14,8335.84,8431.00,8462.60,8058.81
2019.10.15,8167.60,8360.50,8435.30,7976.11
2019.10.16,7990.28,8145.50,8203.10,7822.30
2019.10.17,8044.00,7986.00,8143.10,7836.04
2019.10.18,7972.90,8042.60,8135.10,7719.33
2019.10.19,7972.90,8042.60,8135.10,7719.33
2019.10.20,8246.60,7843.99,8335.60,7778.50
2019.10.21,8200.82,8151.00,8369.60,8033.88
2019.10.22,8122.00,8206.25,8331.40,7970.22
2019.10.23,7490.00,8159.00,8159.00,7258.00
2019.10.24,7453.03,7487.69,7528.90,7265.21
2019.10.25,8568.25,7456.50,8800.10,7303.80
2019.10.26,8568.25,7456.50,8800.10,7303.80
2019.10.27,8568.25,7456.50,8800.10,7303.80
2019.10.28,9433.64,9672.75,9948.80,9240.15
2019.10.29,9444.51,9458.00,9562.60,8952.13
2019.10.30,9201.90,9442.75,9486.90,8883.10
2019.10.31,9190.79,9186.25,9450.90,8834.75
2019.11.01,9206.33,9232.30,9329.20,8940.63
2019.11.03,9309.79,9212.50,9429.40,9081.26
2019.11.04,9460.10,9161.44,9621.60,8962.00
2019.11.05,9345.00,9438.50,9504.00,9067.57
2019.11.06,9304.75,9355.75,9474.90,9134.68
2019.11.07,9215.60,9314.71,9385.80,8968.08
2019.11.08,8868.00,9205.65,9254.20,8562.32
2019.11.09,8868.00,9205.65,9254.20,8562.32
2019.11.10,9030.02,8790.91,9160.60,8640.49
2019.11.11,8729.41,9034.88,9129.90,8514.01
2019.11.12,8762.75,8729.74,8890.40,8512.85
2019.11.13,8768.92,8768.70,8837.50,8593.82
2019.11.14,8645.99,8751.25,8797.13,8448.95
2019.11.15,8450.75,8653.00,8794.75,8266.38
2019.11.16,8450.75,8653.00,8794.75,8266.38
2019.11.17,8560.30,8451.25,8662.90,8268.20
2019.11.18,8217.29,8545.50,8662.90,7935.05
2019.11.19,8105.00,8215.47,8267.10,7894.95
2019.11.20,8131.70,8108.25,8255.40,7925.62
2019.11.21,7591.00,8087.25,8155.80,7303.80
2019.11.22,7335.78,7584.56,7761.60,6685.54
2019.11.23,7335.78,7584.56,7761.60,6685.54
2019.11.24,7052.98,7284.25,7371.90,6830.14
2019.11.25,7247.40,7076.74,7413.50,6441.77
2019.11.26,7108.71,7203.50,7384.70,6933.68
2019.11.27,7546.12,7114.50,7675.00,6767.06
2019.11.28,7593.80,7546.12,7684.80,7328.67
2019.11.29,7711.00,7563.75,7911.10,7278.44
2019.11.30,7711.00,7563.75,7911.10,7278.44
2019.12.01,7372.00,7486.25,7612.60,7144.10
2019.12.02,7318.25,7324.50,7454.58,7069.19
2019.12.03,7299.50,7318.98,7450.70,7149.83
2019.12.04,7179.67,7334.00,7826.60,6996.87
2019.12.05,7385.50,7179.68,7521.50,7065.09
2019.12.06,7468.31,7372.00,7652.30,7215.96
2019.12.07,7468.31,7372.00,7652.30,7215.96
2019.12.08,7468.31,7372.00,7652.30,7215.96
2019.12.09,7349.61,7530.70,7700.00,7188.67
2019.12.10,7257.00,7351.83,7433.30,7066.51
2019.12.11,7194.00,7222.00,7296.10,7032.38
2019.12.12,7194.57,7223.80,7325.00,6989.26
2019.12.13,7273.60,7196.00,7331.60,7087.31
2019.12.14,7273.60,7196.00,7331.60,7087.31
2019.12.15,7115.87,7071.25,7224.70,6920.84
2019.12.16,6879.80,7095.56,7189.40,6734.60
2019.12.17,6613.22,6867.00,6970.10,6490.51
2019.12.18,7168.00,6617.50,7256.70,6346.71
2019.12.19,7190.50,7133.25,7476.10,6953.41
2019.12.20,7201.50,7160.00,7243.20,6983.43
2019.12.21,7201.50,7160.00,7243.20,6983.43
2019.12.22,7405.00,7163.20,7483.50,7029.82
2019.12.23,7313.56,7308.71,7715.00,7192.95
2019.12.24,7241.75,7318.75,7444.90,7068.09
2019.12.25,7212.97,7247.50,7286.60,7024.18
2019.12.26,7181.28,7236.70,7464.20,7075.11
2019.12.27,7221.50,7181.29,7299.90,6970.96
